05029,1339,6.4,Arkansas,Conway County
05101,459,5.9,Arkansas,Newton County
05001,1192,6.7,Arkansas,Arkansas County
05085,4506,6.2,Arkansas,Lonoke County
05015,1638,5.9,Arkansas,Carroll County
05123,1469,5.7,Arkansas,St. Francis County
05119,27548,7.0,Arkansas,Pulaski County
06047,22464,8.3,California,Merced County
06043,816,4.7,California,Mariposa County
06049,530,6.0,California,Modoc County
06013,72450,6.3,California,Contra Costa County
06027,1110,6.2,California,Inyo County
06099,40607,7.5,California,Stanislaus County
06083,27437,6.2,California,Santa Barbara County
06103,3989,6.2,California,Tehama County
06051,776,5.4,California,Mono County
06069,4066,6.7,California,San Benito County
13079,668,5.4,Georgia,Crawford County
13029,3154,8.5,Georgia,Bryan County
13035,1275,5.3,Georgia,Butts County
13039,3630,6.8,Georgia,Camden County
13099,759,7.4,Georgia,Early County
13069,3292,7.7,Georgia,Coffee County
13077,9697,6.8,Georgia,Coweta County
13123,1293,4.3,Georgia,Gilmer County
13297,6127,6.7,Georgia,Walton County
13317,543,5.5,Georgia,Wilkes County
13091,1056,5.1,Georgia,Dodge County
13129,3414,6.0,Georgia,Gordon County
13057,16140,6.5,Georgia,Cherokee County
13113,6472,5.8,Georgia,Fayette County
13177,2192,7.4,Georgia,Lee County
13227,1650,5.3,Georgia,Pickens County
13133,938,5.4,Georgia,Greene County
13075,1179,6.9,Georgia,Cook County
13085,1128,4.6,Georgia,Dawson County
13121,64956,6.3,Georgia,Fulton County
15001,12354,6.2,Hawaii,Hawaii County
15003,57077,5.8,Hawaii,Honolulu County
15007,4698,6.5,Hawaii,Kauai County
15005,0,0.0,Hawaii,Kalawao County
16031,2101,8.9,Idaho,Cassia County
16063,522,9.8,Idaho,Lincoln County
16085,419,3.9,Idaho,Valley County
16041,1115,8.3,Idaho,Franklin County
16069,2380,5.9,Idaho,Nez Perce County
16055,10931,6.9,Idaho,Kootenai County
16067,1987,9.6,Idaho,Minidoka County
16083,6631,7.8,Idaho,Twin Falls County
16013,1331,5.9,Idaho,Blaine County
16015,229,3.1,Idaho,Boise County
16023,233,9.0,Idaho,Butte County
16047,1367,9.0,Idaho,Gooding County
16001,29763,6.5,Idaho,Ada County
16007,527,8.8,Idaho,Bear Lake County
16011,4290,9.4,Idaho,Bingham County
16025,95,9.1,Idaho,Camas County
16035,359,4.1,Idaho,Clearwater County
16051,2637,9.2,Idaho,Jefferson County
41039,18932,5.1,Oregon,Lane County
51181,294,4.5,Virginia,Surry County
51043,846,5.9,Virginia,Clarke County
51117,1341,4.4,Virginia,Mecklenburg County
51015,3511,4.7,Virginia,Augusta County
51075,996,4.4,Virginia,Goochland County
51113,800,6.1,Virginia,Madison County
51161,5157,5.5,Virginia,Roanoke County
51025,620,3.8,Virginia,Brunswick County
51131,543,4.6,Virginia,Northampton County
51163,1228,5.4,Virginia,Rockbridge County
51720,220,5.5,Virginia,Norton city
51570,1050,6.0,Virginia,Colonial Heights city
51021,325,5.1,Virginia,Bland County
51023,1590,4.8,Virginia,Botetourt County
51520,1004,5.9,Virginia,Bristol city
51830,475,3.2,Virginia,Williamsburg city
51035,1373,4.6,Virginia,Carroll County
06075,31339,3.6,California,San Francisco County
06067,102000,6.7,California,Sacramento County
06017,10193,5.4,California,El Dorado County
06053,31683,7.3,California,Monterey County
06073,195758,5.9,California,San Diego County
06107,41276,8.9,California,Tulare County
06023,7427,5.5,California,Humboldt County
06003,50,4.8,California,Alpine County
06039,12306,7.9,California,Madera County
06087,14368,5.2,California,Santa Cruz County
06105,653,5.1,California,Trinity County
06065,168073,7.0,California,Riverside County
06071,158284,7.4,California,San Bernardino County
06041,14276,5.5,California,Marin County
06061,24692,6.4,California,Placer County
06089,10917,6.1,California,Shasta County
06095,27194,6.2,California,Solano County
06011,1645,7.7,California,Colusa County
28029,1941,6.8,Mississippi,Copiah County
28049,15811,6.6,Mississippi,Hinds County
28145,2236,7.8,Mississippi,Union County
28139,1271,5.8,Mississippi,Tippah County
28035,4773,6.3,Mississippi,Forrest County
28071,2919,5.4,Mississippi,Lafayette County
28087,3935,6.7,Mississippi,Lowndes County
28157,579,6.5,Mississippi,Wilkinson County
28065,640,5.6,Mississippi,Jefferson Davis County
28123,2135,7.5,Mississippi,Scott County
28163,1885,6.6,Mississippi,Yazoo County
28011,2252,7.1,Mississippi,Bolivar County
28113,3409,8.6,Mississippi,Pike County
28131,1213,6.6,Mississippi,Stone County
28069,417,4.2,Mississippi,Kemper County
28133,1609,6.1,Mississippi,Sunflower County
28001,1614,5.2,Mississippi,Adams County
28033,12395,6.9,Mississippi,DeSoto County
42045,34065,6.0,Pennsylvania,Delaware County
42111,3645,4.9,Pennsylvania,Somerset County
29123,756,6.2,Missouri,Madison County
29217,1448,7.0,Missouri,Vernon County
29147,928,4.2,Missouri,Nodaway County
29041,416,5.6,Missouri,Chariton County
29223,673,5.1,Missouri,Wayne County
29201,2902,7.5,Missouri,Scott County
29011,722,6.1,Missouri,Barton County
29039,909,6.5,Missouri,Cedar County
29073,755,5.1,Missouri,Gasconade County
29121,1117,7.3,Missouri,Macon County
29149,674,6.3,Missouri,Oregon County
29186,1079,6.0,Missouri,Ste. Genevieve County
29067,846,6.4,Missouri,Douglas County
29083,1263,5.8,Missouri,Henry County
29109,2663,7.0,Missouri,Lawrence County
29169,3099,5.9,Missouri,Pulaski County
29215,1762,6.9,Missouri,Texas County
29027,2584,5.8,Missouri,Callaway County
29053,1033,5.8,Missouri,Cooper County
29075,477,7.2,Missouri,Gentry County
51650,6772,5.0,Virginia,Hampton city
51191,2651,4.9,Virginia,Washington County
51139,1138,4.8,Virginia,Page County
51510,7457,4.7,Virginia,Alexandria city
51013,11710,5.0,Virginia,Arlington County
51027,1123,5.2,Virginia,Buchanan County
51179,10576,7.2,Virginia,Stafford County
51760,11143,4.9,Virginia,Richmond city
51057,512,4.7,Virginia,Essex County
51185,2427,5.8,Virginia,Tazewell County
51685,1266,7.5,Virginia,Manassas Park city
51183,439,3.9,Virginia,Sussex County
51683,3065,7.4,Virginia,Manassas city
51775,1667,6.6,Virginia,Salem city
51037,651,5.4,Virginia,Charlotte County
51081,508,4.4,Virginia,Greensville County
53067,17308,6.2,Washington,Thurston County
53013,230,5.8,Washington,Columbia County
47165,12586,6.9,Tennessee,Sumner County
29133,849,6.3,Missouri,Mississippi County
29153,636,6.9,Missouri,Ozark County
29017,762,6.2,Missouri,Bollinger County
47169,578,5.6,Tennessee,Trousdale County
47027,523,6.8,Tennessee,Clay County
17163,17242,6.6,Illinois,St. Clair County
17139,1063,7.3,Illinois,Moultrie County
17149,1067,6.8,Illinois,Pike County
17151,188,4.5,Illinois,Pope County
17173,1265,5.8,Illinois,Shelby County
17019,10825,5.2,Illinois,Champaign County
17013,169,3.5,Illinois,Calhoun County
17053,924,7.0,Illinois,Ford County
17089,36611,6.9,Illinois,Kane County
17093,10944,8.7,Illinois,Kendall County
17009,309,4.7,Illinois,Brown County
17121,2577,6.8,Illinois,Marion County
17125,714,5.2,Illinois,Mason County
17075,1609,5.8,Illinois,Iroquois County
17025,833,6.3,Illinois,Clay County
17059,247,4.9,Illinois,Gallatin County
17133,2001,5.9,Illinois,Monroe County
17181,896,5.3,Illinois,Union County
17201,18118,6.4,Illinois,Winnebago County
17153,256,4.6,Illinois,Pulaski County
17169,285,4.1,Illinois,Schuyler County
17045,863,5.0,Illinois,Edgar County
17007,3207,6.0,Illinois,Boone County
17011,1708,5.2,Illinois,Bureau County
17029,2562,5.0,Illinois,Coles County
17033,1025,5.4,Illinois,Crawford County
17155,315,5.5,Illinois,Putnam County
17039,927,5.8,Illinois,De Witt County
17103,2144,6.2,Illinois,Lee County
17117,2652,5.8,Illinois,Macoupin County
17159,935,5.9,Illinois,Richland County
17189,875,6.2,Illinois,Washington County
41067,38528,6.5,Oregon,Washington County
41007,1766,4.5,Oregon,Clatsop County
42023,199,4.3,Pennsylvania,Cameron County
42017,33914,5.4,Pennsylvania,Bucks County
42077,22341,6.1,Pennsylvania,Lehigh County
42031,2004,5.2,Pennsylvania,Clarion County
42059,1898,5.1,Pennsylvania,Greene County
42079,16833,5.3,Pennsylvania,Luzerne County
42037,2958,4.5,Pennsylvania,Columbia County
42065,2631,6.0,Pennsylvania,Jefferson County
42099,2740,5.9,Pennsylvania,Perry County
42113,169,2.8,Pennsylvania,Sullivan County
44003,8604,5.3,Rhode Island,Kent County
44009,5725,4.5,Rhode Island,Washington County
45071,2440,6.4,South Carolina,Newberry County
45027,2105,6.2,South Carolina,Clarendon County
45085,7193,6.7,South Carolina,Sumter County
45011,1460,6.8,South Carolina,Barnwell County
45031,3890,5.8,South Carolina,Darlington County
45091,18163,6.8,South Carolina,York County
45021,3521,6.2,South Carolina,Cherokee County
45053,1754,6.1,South Carolina,Jasper County
45061,872,5.0,South Carolina,Lee County
45001,1211,4.9,South Carolina,Abbeville County
46085,305,7.9,South Dakota,Lyman County
46039,291,6.7,South Dakota,Deuel County
06021,1776,6.3,California,Glenn County
06007,13721,6.1,California,Butte County
06031,11400,7.6,California,Kings County
06063,896,4.8,California,Plumas County
06079,13781,4.9,California,San Luis Obispo County
06019,77832,7.9,California,Fresno County
06029,71414,8.0,California,Kern County
06059,186384,5.9,California,Orange County
06111,52120,6.2,California,Ventura County
06009,2368,5.2,California,Calaveras County
06101,7138,7.4,California,Sutter County
06081,44952,5.9,California,San Mateo County
06109,2625,4.9,California,Tuolumne County
06077,57536,7.7,California,San Joaquin County
06005,1413,3.7,California,Amador County
08095,298,6.9,Colorado,Phillips County
08007,682,5.1,Colorado,Archuleta County
08031,40467,5.7,Colorado,Denver County
08061,60,4.0,Colorado,Kiowa County
08055,353,5.3,Colorado,Huerfano County
08009,234,6.6,Colorado,Baca County
08047,273,4.5,Colorado,Gilpin County
08063,565,7.6,Colorado,Kit Carson County
08051,781,4.6,Colorado,Gunnison County
08079,42,5.1,Colorado,Mineral County
08091,148,3.1,Colorado,Ouray County
08115,129,5.6,Colorado,Sedgwick County
08123,24022,7.9,Colorado,Weld County
08027,182,3.8,Colorado,Custer County
08023,146,3.9,Colorado,Costilla County
08035,23923,7.1,Colorado,Douglas County
08065,497,6.4,Colorado,Lake County
08067,2942,5.3,Colorado,La Plata County
08097,852,4.8,Colorado,Pitkin County
08105,606,5.4,Colorado,Rio Grande County
08011,247,4.3,Colorado,Bent County
08025,226,3.9,Colorado,Crowley County
08111,7,1.2,Colorado,San Juan County
08069,18624,5.4,Colorado,Larimer County
08075,955,4.3,Colorado,Logan County
08113,397,4.9,Colorado,San Miguel County
08119,1213,4.9,Colorado,Teller County
08039,1510,5.9,Colorado,Elbert County
08071,768,5.4,Colorado,Las Animas County
08073,326,5.8,Colorado,Lincoln County
08117,1416,4.6,Colorado,Summit County
08003,1013,6.3,Colorado,Alamosa County
08029,1642,5.4,Colorado,Delta County
08043,2181,4.6,Colorado,Fremont County
08085,2407,5.8,Colorado,Montrose County
08087,2212,7.8,Colorado,Morgan County
08109,459,7.0,Colorado,Saguache County
08099,847,7.0,Colorado,Prowers County
08014,4510,6.6,Colorado,Broomfield County
08121,297,6.1,Colorado,Washington County
08049,649,4.2,Colorado,Grand County
08089,1158,6.3,Colorado,Otero County
10005,11127,5.0,Delaware,Sussex County
11001,34261,4.9,District of Columbia,District of Columbia
09009,46525,5.4,Connecticut,New Haven County
09003,49892,5.6,Connecticut,Hartford County
47157,62936,6.7,Tennessee,Shelby County
47077,2056,7.3,Tennessee,Henderson County
47089,3194,6.0,Tennessee,Jefferson County
47153,757,5.1,Tennessee,Sequatchie County
47017,1622,5.8,Tennessee,Carroll County
47037,40623,5.9,Tennessee,Davidson County
47135,442,5.6,Tennessee,Perry County
47121,544,4.5,Tennessee,Meigs County
47075,1134,6.4,Tennessee,Haywood County
47125,14644,7.3,Tennessee,Montgomery County
47061,801,6.0,Tennessee,Grundy County
47029,1840,5.2,Tennessee,Cocke County
47041,1214,6.1,Tennessee,DeKalb County
47101,660,5.5,Tennessee,Lewis County
47131,1718,5.7,Tennessee,Obion County
47167,4349,7.1,Tennessee,Tipton County
47045,2153,5.8,Tennessee,Dyer County
47065,20649,5.7,Tennessee,Hamilton County
47139,765,4.5,Tennessee,Polk County
47185,1503,5.6,Tennessee,White County
47163,8331,5.3,Tennessee,Sullivan County
36095,1631,5.2,New York,Schoharie County
36035,2961,5.5,New York,Fulton County
36083,8538,5.4,New York,Rensselaer County
36033,3049,6.0,New York,Franklin County
36081,121021,5.3,New York,Queens County
36115,3473,5.6,New York,Washington County
36061,61747,3.8,New York,New York County
36011,4252,5.5,New York,Cayuga County
36087,24713,7.6,New York,Rockland County
36063,10681,5.1,New York,Niagara County
36031,1700,4.5,New York,Essex County
36059,80895,6.0,New York,Nassau County
36097,885,4.9,New York,Schuyler County
36017,2659,5.6,New York,Chenango County
36045,7765,6.9,New York,Jefferson County
36103,82728,5.6,New York,Suffolk County
36121,2182,5.4,New York,Wyoming County
36075,6675,5.6,New York,Oswego County
36117,5236,5.8,New York,Wayne County
36007,10742,5.6,New York,Broome County
08053,20,2.3,Colorado,Hinsdale County
36029,50598,5.5,New York,Erie County
36105,4125,5.5,New York,Sullivan County
36071,26716,7.0,New York,Orange County
37087,2625,4.3,North Carolina,Haywood County
37067,24981,6.7,North Carolina,Forsyth County
18041,1397,6.0,Indiana,Fayette County
18089,31024,6.4,Indiana,Lake County
18107,2399,6.3,Indiana,Montgomery County
18001,3119,8.8,Indiana,Adams County
18021,1446,5.5,Indiana,Clay County
18037,2972,7.0,Indiana,Dubois County
18047,1515,6.7,Indiana,Franklin County
18059,4678,6.2,Indiana,Hancock County
18067,4917,6.0,Indiana,Howard County
18115,383,6.5,Indiana,Ohio County
18121,1005,5.9,Indiana,Parke County
18135,1472,5.9,Indiana,Randolph County
18007,577,6.6,Indiana,Benton County
18013,755,5.0,Indiana,Brown County
18133,1987,5.3,Indiana,Putnam County
18175,1634,5.9,Indiana,Washington County
18027,2959,8.9,Indiana,Daviess County
18065,2819,5.8,Indiana,Henry County
18083,2680,7.2,Indiana,Knox County
18095,7487,5.8,Indiana,Madison County
18125,785,6.3,Indiana,Pike County
18131,847,6.7,Indiana,Pulaski County
18151,1845,5.4,Indiana,Steuben County
56021,6698,6.8,Wyoming,Laramie County
56039,1536,6.6,Wyoming,Teton County
48407,1564,5.6,Texas,San Jacinto County
48459,2972,7.2,Texas,Upshur County
48473,3761,7.3,Texas,Waller County
48493,3231,6.6,Texas,Wilson County
48219,1573,6.8,Texas,Hockley County
48329,13538,8.1,Texas,Midland County
48299,880,4.2,Texas,Llano County
48147,1791,5.2,Texas,Fannin County
48041,12211,5.5,Texas,Brazos County
48165,1961,9.5,Texas,Gaines County
48179,1748,7.8,Texas,Gray County
48237,449,5.1,Texas,Jack County
48035,900,4.9,Texas,Bosque County
48029,139022,7.1,Texas,Bexar County
48023,249,7.0,Texas,Baylor County
48121,58325,7.0,Texas,Denton County
48167,22549,6.8,Texas,Galveston County
48393,45,5.6,Texas,Roberts County
48463,1678,6.2,Texas,Uvalde County
48037,5700,6.1,Texas,Bowie County
48263,63,9.7,Texas,Kent County
48425,422,4.8,Texas,Somervell County
48199,4246,7.5,Texas,Hardin County
48289,1075,6.2,Texas,Leon County
48351,780,5.6,Texas,Newton County
48389,967,6.2,Texas,Reeves County
48453,74809,6.1,Texas,Travis County
48087,219,7.4,Texas,Collingsworth County
48143,2611,6.2,Texas,Erath County
48345,136,10.9,Texas,Motley County
48083,515,6.2,Texas,Coleman County
48325,3070,6.1,Texas,Medina County
48213,4379,5.4,Texas,Henderson County
48277,3225,6.5,Texas,Lamar County
48267,172,3.9,Texas,Kimble County
48477,1785,5.1,Texas,Washington County
48429,634,6.8,Texas,Stephens County
48003,1599,8.9,Texas,Andrews County
48177,1450,7.0,Texas,Gonzales County
48305,516,8.9,Texas,Lynn County
48505,1706,11.9,Texas,Zapata County
48221,3486,6.0,Texas,Hood County
48269,9,3.8,Texas,King County
48073,3768,7.2,Texas,Cherokee County
48119,378,7.2,Texas,Delta County
48253,815,4.1,Texas,Jones County
09015,6500,5.6,Connecticut,Windham County
09011,13273,5.0,Connecticut,New London County
09007,7533,4.6,Connecticut,Middlesex County
12031,58254,6.2,Florida,Duval County
09013,6905,4.6,Connecticut,Tolland County
09001,58195,6.2,Connecticut,Fairfield County
12133,1364,5.5,Florida,Washington County
12007,1726,6.3,Florida,Bradford County
12009,27195,4.6,Florida,Brevard County
12019,14006,6.6,Florida,Clay County
12067,691,8.0,Florida,Lafayette County
12069,17420,5.0,Florida,Lake County
12089,4427,5.3,Florida,Nassau County
12103,43569,4.5,Florida,Pinellas County
12105,41337,6.0,Florida,Polk County
12111,16276,5.2,Florida,St. Lucie County
12043,526,3.9,Florida,Glades County
12051,2707,6.6,Florida,Hendry County
12061,7263,4.7,Florida,Indian River County
12063,2303,4.8,Florida,Jackson County
12109,14735,6.0,Florida,St. Johns County
12117,27987,6.1,Florida,Seminole County
12005,10631,5.8,Florida,Bay County
12035,5199,4.7,Florida,Flagler County
12045,781,5.0,Florida,Gulf County
12077,396,4.7,Florida,Liberty County
12097,23141,6.6,Florida,Osceola County
12131,3367,4.9,Florida,Walton County
12039,2730,5.9,Florida,Gadsden County
12065,694,4.9,Florida,Jefferson County
12083,17346,4.9,Florida,Marion County
12049,1993,7.3,Florida,Hardee County
12093,2429,5.9,Florida,Okeechobee County
12095,82480,6.1,Florida,Orange County
12041,764,4.3,Florida,Gilchrist County
12121,3024,6.9,Florida,Suwannee County
12001,13567,5.1,Florida,Alachua County
12013,825,5.7,Florida,Calhoun County
12015,6215,3.4,Florida,Charlotte County
12029,980,5.9,Florida,Dixie County
12085,6455,4.1,Florida,Martin County
12115,16417,3.9,Florida,Sarasota County
12081,19823,5.2,Florida,Manatee County
12017,5459,3.8,Florida,Citrus County
12003,1793,6.4,Florida,Baker County
12113,9945,5.7,Florida,Santa Rosa County
12073,14773,5.1,Florida,Leon County
12011,109367,5.7,Florida,Broward County
12087,2792,3.7,Florida,Monroe County
12053,8923,4.8,Florida,Hernando County
12057,88483,6.2,Florida,Hillsborough County
12123,1227,5.6,Florida,Taylor County
12129,1908,5.9,Florida,Wakulla County
13189,1597,7.4,Georgia,McDuffie County
13211,1173,6.3,Georgia,Morgan County
13149,715,6.1,Georgia,Heard County
13095,5634,6.3,Georgia,Dougherty County
13111,1019,4.0,Georgia,Fannin County
13153,11059,7.2,Georgia,Houston County
13175,3280,6.9,Georgia,Laurens County
13255,4914,7.5,Georgia,Spalding County
13271,711,4.4,Georgia,Telfair County
18171,510,6.2,Indiana,Warren County
18165,882,5.7,Indiana,Vermillion County
18179,1909,6.8,Indiana,Wells County
18003,26798,7.2,Indiana,Allen County
18031,1777,6.7,Indiana,Decatur County
18035,5901,5.1,Indiana,Delaware County
18043,4556,5.9,Indiana,Floyd County
18077,1675,5.2,Indiana,Jefferson County
18079,1695,6.1,Indiana,Jennings County
18081,11155,7.3,Indiana,Johnson County
18103,2166,6.0,Indiana,Miami County
18109,4020,5.7,Indiana,Morgan County
18051,2268,6.7,Indiana,Gibson County
18111,787,5.6,Indiana,Newton County
18117,1098,5.6,Indiana,Orange County
18141,17329,6.4,Indiana,St. Joseph County
18085,5358,6.8,Indiana,Kosciusko County
18099,3354,7.2,Indiana,Marshall County
18155,921,8.6,Indiana,Switzerland County
18163,11123,6.1,Indiana,Vanderburgh County
18009,790,6.6,Indiana,Blackford County
18143,1353,5.7,Indiana,Scott County
18105,6464,4.4,Indiana,Monroe County
18039,14777,7.2,Indiana,Elkhart County
18025,762,7.2,Indiana,Crawford County
18017,2103,5.6,Indiana,Cass County
18097,66821,7.0,Indiana,Marion County
18177,3981,6.0,Indiana,Wayne County
19023,887,6.1,Iowa,Butler County
19071,380,5.5,Iowa,Fremont County
19079,831,5.5,Iowa,Hamilton County
19173,435,7.1,Iowa,Taylor County
19175,743,6.0,Iowa,Union County
19195,429,5.8,Iowa,Worth County
19159,337,6.8,Iowa,Ringgold County
19001,430,6.1,Iowa,Adair County
19037,861,7.2,Iowa,Chickasaw County
19039,571,6.1,Iowa,Clarke County
19059,919,5.4,Iowa,Dickinson County
19103,8451,5.7,Iowa,Johnson County
19107,689,6.8,Iowa,Keokuk County
19171,1043,6.1,Iowa,Tama County
19179,2090,5.9,Iowa,Wapello County
19069,740,7.3,Iowa,Franklin County
19027,1483,7.3,Iowa,Carroll County
19031,1299,7.0,Iowa,Cedar County
19067,1053,6.7,Iowa,Floyd County
19073,677,7.6,Iowa,Greene County
19115,536,4.8,Iowa,Louisa County
19119,1054,9.0,Iowa,Lyon County
37015,1004,5.2,North Carolina,Bertie County
13291,1125,4.8,Georgia,Union County
37017,1812,5.4,North Carolina,Bladen County
37031,3406,4.9,North Carolina,Carteret County
37117,1087,4.8,North Carolina,Martin County
37143,696,5.2,North Carolina,Perquimans County
37157,5290,5.8,North Carolina,Rockingham County
37029,632,6.0,North Carolina,Camden County
37071,13799,6.3,North Carolina,Gaston County
37125,6100,6.3,North Carolina,Moore County
37167,3919,6.4,North Carolina,Stanly County
37199,894,5.0,North Carolina,Yancey County
37037,4036,5.7,North Carolina,Chatham County
37101,13568,6.9,North Carolina,Johnston County
37145,2200,5.6,North Carolina,Person County
37009,1210,4.5,North Carolina,Ashe County
37107,3841,6.8,North Carolina,Lenoir County
37133,12873,6.6,North Carolina,Onslow County
37161,4005,6.0,North Carolina,Rutherford County
37197,2069,5.5,North Carolina,Yadkin County
37023,4439,4.9,North Carolina,Burke County
38097,525,6.6,North Dakota,Traill County
38021,331,6.7,North Dakota,Dickey County
38101,4899,7.1,North Dakota,Ward County
38067,384,5.5,North Dakota,Pembina County
38041,189,7.4,North Dakota,Hettinger County
38017,11189,6.3,North Dakota,Cass County
38029,191,5.8,North Dakota,Emmons County
38077,1015,6.2,North Dakota,Richland County
38001,150,6.5,North Dakota,Adams County
38027,108,4.7,North Dakota,Eddy County
38057,497,5.9,North Dakota,Mercer County
38073,319,6.0,North Dakota,Ransom County
38085,427,9.8,North Dakota,Sioux County
38033,103,5.6,North Dakota,Golden Valley County
38095,151,6.8,North Dakota,Towner County
38023,171,7.3,North Dakota,Divide County
38081,231,6.0,North Dakota,Sargent County
39105,1266,5.5,Ohio,Meigs County
39021,2130,5.5,Ohio,Champaign County
39057,9212,5.5,Ohio,Greene County
39087,3570,5.9,Ohio,Lawrence County
39115,880,6.0,Ohio,Morgan County
39175,1458,6.6,Ohio,Wyandot County
39043,4168,5.6,Ohio,Erie County
39091,2725,6.0,Ohio,Logan County
39153,30404,5.6,Ohio,Summit County
16059,495,6.3,Idaho,Lemhi County
16075,1839,7.9,Idaho,Payette County
