06,053,18.3,50415
06,073,22.3,501363
06,107,22.5,61027
06,023,27.6,25498
06,003,23.5,181
06,039,24.6,24001
06,087,21.3,38324
06,105,29.2,2875
06,065,24.8,386861
06,071,24.4,329045
06,041,17.1,32480
06,061,25.7,69524
06,089,31.8,40243
06,095,27.4,83235
06,011,20.7,2826
28,029,21.5,4069
28,049,24.5,37627
28,145,20.3,3870
28,139,19.4,2776
28,035,22.1,10330
28,071,18.3,5737
28,087,21.1,8275
28,157,13.8,862
28,065,22.8,1817
28,123,17.7,3257
28,163,20.3,3998
28,011,21.1,4341
28,113,20.0,5077
28,131,21.3,2573
28,069,19.3,1305
28,133,20.6,3599
28,001,19.0,4232
28,033,25.8,30201
42,045,16.2,62059
42,111,14.1,7807
29,123,22.4,1911
29,217,20.6,2828
29,147,20.6,2569
29,041,16.1,848
29,223,22.1,2106
29,201,21.0,5535
29,011,20.7,1671
29,039,23.6,2298
29,073,21.2,2263
29,121,19.2,2015
29,149,19.4,1457
29,186,20.6,2611
29,067,20.0,1920
29,083,23.0,3573
29,109,22.9,5840
29,169,26.6,7698
29,215,23.9,4391
29,027,19.5,5990
29,053,20.6,2512
29,075,20.7,928
51,650,25.6,23163
51,191,18.8,7480
51,139,17.9,3106
51,510,13.1,15653
51,013,7.7,13405
51,027,16.9,2769
51,179,22.1,20785
51,760,18.4,29041
51,057,22.4,1763
51,185,20.1,6115
51,685,17.3,1919
51,183,19.1,1607
51,683,18.4,4859
51,775,20.9,3577
51,037,22.4,1890
51,081,20.9,1838
53,067,25.9,50781
53,013,27.2,827
72,059,null,null
72,121,null,null
72,067,null,null
72,141,null,null
72,054,null,null
72,099,null,null
72,123,null,null
47,165,22.5,28290
29,133,18.6,1808
29,153,22.5,1543
29,017,18.8,1641
47,169,24.4,1758
47,027,15.0,839
17,163,24.0,42852
17,139,22.5,2226
17,149,23.4,2558
17,151,27.4,913
17,173,20.6,3204
17,019,19.6,23956
17,013,19.9,694
17,053,23.5,2185
17,089,21.2,73311
17,093,23.0,18204
17,009,22.4,1089
17,121,26.8,7021
17,125,19.6,1937
17,075,22.9,4513
17,025,22.6,2113
17,059,26.2,969
17,133,22.8,5502
17,181,23.0,2817
17,201,24.0,46623
17,153,30.5,1187
17,169,22.5,1170
17,045,23.1,2926
17,007,19.6,6864
17,011,22.9,5405
17,029,24.1,7955
17,033,22.5,3093
17,155,25.7,1086
17,039,24.1,2746
17,103,26.3,6579
17,117,23.5,7584
17,159,22.1,2426
17,189,23.7,2394
41,067,21.5,87072
41,007,31.3,8926
42,023,18.7,664
42,017,16.4,73234
42,077,17.0,42196
42,031,12.3,3247
42,059,15.4,4045
42,079,17.9,40599
42,037,15.5,6763
42,065,12.9,4016
42,099,14.8,4834
42,113,15.3,752
44,003,20.1,24314
44,009,17.4,15058
45,071,16.7,4344
45,027,18.9,4595
45,085,24.7,17351
45,011,19.7,2812
45,031,20.4,9409
45,091,21.9,39222
45,021,22.5,8692
45,053,19.5,3941
45,061,16.0,1956
45,001,18.9,3241
46,085,23.7,559
46,039,20.5,617
06,021,24.2,4347
06,007,29.6,43620
06,031,25.0,23260
06,063,33.0,4771
06,079,25.6,48332
06,019,23.4,141365
06,029,22.3,119987
06,059,19.9,432294
06,111,22.8,129975
06,009,33.0,11505
06,101,25.8,16176
06,081,16.7,92192
06,109,31.5,13018
06,077,22.8,106367
06,005,29.5,8946
08,095,18.8,527
08,007,26.5,2690
08,031,16.5,83799
08,061,25.0,249
08,055,31.3,1633
08,009,25.2,656
08,047,28.5,1403
08,063,23.3,1213
08,051,19.4,2054
08,079,27.7,193
08,091,26.6,1023
08,115,25.7,414
08,123,24.1,47401
08,027,32.0,1219
08,023,32.5,907
08,035,19.8,43912
08,065,18.2,1011
08,067,24.5,9758
08,097,13.4,1831
08,105,24.2,1855
08,011,18.3,828
08,025,20.4,791
08,111,25.2,122
08,069,20.4,46291
08,075,22.4,3400
08,113,16.7,1011
08,119,23.8,4462
08,039,24.2,4442
08,071,27.4,2881
08,073,15.9,656
08,117,16.8,3921
08,003,25.1,2419
08,029,22.7,5063
08,043,23.4,8651
08,085,25.3,7528
08,087,20.9,3840
08,109,24.8,1198
08,099,25.5,1981
08,014,17.7,8295
08,121,31.8,1078
08,049,22.1,2560
08,089,25.2,3061
10,005,19.1,32083
11,001,12.6,62030
09,009,17.1,101941
09,003,16.7,104376
47,157,22.9,140341
47,077,18.3,3555
47,089,22.0,8369
47,153,20.4,2193
47,017,19.2,3698
47,037,18.9,89720
47,135,18.5,1030
47,121,20.7,1824
47,075,19.8,2409
47,125,25.8,31910
47,061,13.9,1311
47,029,15.7,4038
47,041,16.5,2325
47,101,23.2,1965
47,131,17.9,3800
47,167,25.0,10262
47,045,20.8,5314
47,065,21.5,54598
47,139,22.5,2768
47,185,20.4,3839
47,163,20.7,23678
36,095,18.9,4218
36,035,18.6,7164
36,083,17.3,19278
36,033,18.1,6340
36,081,14.5,239160
36,115,17.5,7870
36,061,9.8,121880
36,011,18.8,10448
36,087,16.5,33580
36,063,19.8,29861
36,031,18.4,5282
36,059,14.8,139871
36,097,22.2,2934
36,017,18.5,6360
36,045,21.5,15407
36,103,17.4,179604
36,121,18.2,5290
36,075,18.5,14787
36,117,19.1,12196
36,007,17.9,22869
08,053,20.2,142
36,029,18.0,116190
36,105,17.8,9471
36,071,19.9,48339
37,087,23.1,10582
37,067,21.1,53146
18,041,18.6,3013
18,089,22.5,73848
18,107,22.6,5893
18,001,19.2,4073
18,021,19.6,3581
18,037,14.9,4272
18,047,14.7,2282
18,059,20.0,10299
18,067,23.0,13092
18,115,20.0,875
18,121,23.1,2777
18,135,22.2,3848
18,007,23.1,1349
18,013,22.3,2544
18,133,21.3,5278
18,175,19.5,3769
18,027,15.0,3082
18,065,20.8,7163
18,083,19.7,4821
18,095,21.5,19329
18,125,19.4,1693
18,131,21.7,1888
18,151,20.3,4824
56,021,26.1,17384
56,039,18.8,3262
48,407,21.2,4224
48,459,25.6,7138
48,473,23.6,6750
48,493,22.4,7406
48,219,22.9,3298
48,329,23.5,24735
48,299,26.7,4498
48,147,26.2,6350
48,041,19.7,23339
48,165,13.9,1576
48,179,26.0,3844
48,237,21.4,1298
48,035,23.7,3108
48,029,22.7,283452
48,023,21.5,546
48,121,22.0,120316
48,167,23.6,52590
48,393,28.4,159
48,463,20.6,3448
48,037,25.7,16274
48,263,21.4,101
48,425,21.9,1365
48,199,24.1,9217
48,289,20.6,2462
48,351,24.4,2399
48,389,18.6,1953
48,453,17.2,144980
48,087,20.8,409
48,143,22.8,5521
48,345,33.3,293
48,083,28.2,1735
48,325,24.0,8084
48,213,25.1,14377
48,277,25.3,8541
48,267,23.9,769
48,477,21.9,5153
48,429,26.3,1654
48,003,19.3,2063
48,177,15.1,2026
48,305,22.9,870
48,505,15.6,1253
48,221,26.6,11203
48,269,19.0,30
48,073,23.0,7815
48,119,23.7,855
48,253,23.5,3458
09,015,21.2,17250
09,011,20.9,39357
09,007,16.9,20155
12,031,21.9,140251
09,013,17.4,16740
09,001,14.3,91683
12,133,23.2,4150
12,007,21.3,4239
12,009,21.8,94827
12,019,23.7,34305
12,067,20.3,1204
12,069,22.8,58318
12,089,21.5,13158
12,103,21.8,161419
12,105,20.9,99464
12,111,21.5,48900
12,043,20.4,2085
12,051,16.6,4263
12,061,20.4,24194
12,063,22.5,7911
12,109,19.9,34513
12,117,19.7,63971
12,005,25.1,32260
12,035,22.7,19069
12,045,20.8,2483
12,077,16.8,1000
12,097,22.0,51159
12,131,23.6,11782
12,039,21.1,6789
12,065,17.7,1940
12,083,21.9,57587
12,049,13.4,2340
12,093,19.3,5591
12,095,18.6,168651
12,041,18.3,2250
12,121,20.5,6373
12,001,17.2,27815
12,013,19.3,2036
12,015,24.0,35790
12,029,17.8,2233
12,085,22.6,27665
12,115,19.8,66442
12,081,21.0,60159
12,017,23.3,26965
12,003,20.7,3949
12,113,23.8,29037
12,073,19.0,32702
12,011,19.6,266479
12,087,21.7,12921
12,053,24.2,33741
12,057,18.6,181017
12,123,18.6,2991
12,129,25.4,5918
13,189,19.6,2773
13,211,22.6,2899
13,149,20.4,1647
13,095,23.2,13321
13,111,23.4,4581
13,153,24.7,24867
13,175,17.6,5579
13,255,17.3,7701
13,271,8.9,1070
18,171,20.2,1190
18,165,22.7,2477
18,179,21.0,3991
18,003,21.8,52863
18,031,18.0,3207
18,035,21.1,15006
18,043,21.2,11293
18,077,20.1,4490
18,079,21.9,4161
18,081,20.1,20600
18,103,22.1,5520
18,109,21.6,10429
18,051,20.8,4741
18,111,22.3,2211
18,117,18.4,2495
18,141,20.0,35179
18,085,19.8,10442
18,099,18.6,5726
18,155,20.0,1450
18,163,20.9,25922
18,009,18.8,1599
18,143,19.8,3250
18,105,17.4,14679
18,039,19.6,25358
18,025,17.7,1307
18,017,21.8,5629
18,097,19.5,122414
18,177,21.3,9688
19,023,23.0,2366
19,071,24.4,1216
19,079,20.2,2129
19,173,21.7,924
19,175,25.2,2124
19,195,24.0,1267
19,159,21.7,747
19,001,20.6,1055
19,037,17.8,1472
19,039,22.7,1448
19,059,22.3,2848
19,103,17.3,15183
19,107,20.5,1469
19,171,22.5,2609
19,179,22.7,5445
19,069,22.6,1602
19,027,21.9,3007
19,031,22.6,2923
19,067,19.9,2160
19,073,22.5,1417
19,115,19.7,1518
19,119,18.6,1417
37,015,19.4,2798
13,291,23.8,4314
37,017,22.9,5498
37,031,25.7,13403
37,117,22.4,3687
37,143,27.9,2820
37,157,23.5,15353
37,029,24.9,1853
37,071,22.7,34407
37,125,21.3,14945
37,167,23.2,9995
37,199,22.2,2927
37,037,16.7,8694
37,101,22.6,29506
37,145,21.7,6091
37,009,21.2,4307
37,107,21.6,8573
37,133,27.1,28382
37,161,22.3,10698
37,197,25.1,6717
37,023,22.0,14321
38,097,23.0,1251
38,021,19.3,641
38,101,22.2,9666
38,067,23.6,1198
38,041,28.7,549
38,017,20.6,23071
38,029,22.3,544
38,077,21.7,2293
38,001,23.0,378
38,027,21.9,363
38,057,24.3,1455
38,073,24.5,935
38,085,25.3,595
38,033,25.4,327
38,095,26.0,421
38,023,27.2,469
38,081,22.8,642
39,105,18.3,3015
39,021,19.7,5291
39,057,21.2,23793
39,087,19.0,8043
39,115,18.8,1969
39,175,17.2,2620
39,043,21.1,11314
39,091,18.9,5886
39,153,20.6,78155
16,059,29.9,1769
16,075,26.9,4104
16,009,25.0,1620
16,017,28.3,9140
16,033,14.5,80
16,037,26.3,840
16,039,31.5,5278
16,043,25.0,2101
16,065,27.2,4445
16,079,27.1,2496
16,049,25.7,3107
16,081,27.1,2089
16,077,25.6,1271
16,087,26.9,1916
17,067,22.4,2903
17,119,25.4,46966
17,063,26.9,9107
17,091,24.2,17610
17,131,25.5,2843
17,043,18.1,114852
17,003,23.6,1063
17,129,23.6,2061
17,099,25.0,19291
17,031,18.6,666607
17,115,24.1,17499
17,177,27.3,8737
17,191,22.1,2546
17,203,19.9,5179
17,055,28.6,7866
17,109,19.6,3581
17,111,22.8,47497
20,071,20.6,167
20,051,20.9,3654
20,107,26.8,1833
20,175,19.1,2467
20,091,18.1,72186
20,121,24.9,5645
20,207,25.9,598
20,135,30.7,646
20,011,27.5,2617
20,097,24.0,388
20,177,23.1,27900
20,019,27.1,647
20,155,28.1,12092
20,043,25.2,1262
20,081,26.0,646
20,171,25.3,815
20,013,25.9,1695
20,147,23.1,861
20,039,27.0,579
21,079,17.1,2116
21,037,18.7,11914
21,063,16.7,924
21,123,21.4,2127
21,167,18.9,2849
21,207,18.0,2262
21,229,13.7,1122
21,009,17.2,5143
21,091,20.7,1204
21,093,25.7,18424
21,149,23.3,1506
21,197,19.1,1598
21,033,20.3,1815
21,019,24.0,8188
21,067,20.5,42652
21,115,19.7,3124
21,175,16.8,1656
21,199,21.6,9771
21,001,16.2,2140
21,025,17.3,1593
21,099,17.1,2150
21,223,14.7,882
21,105,16.4,538
21,143,21.7,1424
21,135,17.0,1609
21,239,19.3,3533
21,131,13.9,1019
21,127,16.5,1782
21,145,23.1,10631
46,025,19.5,483
46,015,18.0,642
46,053,23.2,685
46,099,20.9,25874
46,077,18.5,649
46,027,17.5,1216
46,041,22.0,684
46,065,19.5,2388
46,111,16.7,277
46,059,23.1,528
46,135,20.4,3231
46,005,18.8,2278
46,035,21.3,2882
46,073,17.0,255
46,117,21.7,470
46,107,22.9,379
46,023,19.0,1091
46,091,19.6,643
46,105,20.0,411
21,153,18.8,1646
21,235,19.0,4394
21,071,20.6,5284
21,117,20.9,23561
21,205,19.1,2722
21,217,20.7,3453
21,039,19.8,665
21,065,15.7,1591
22,079,22.7,19747
22,105,20.7,17758
22,123,16.5,1268
22,021,15.5,1043
22,035,17.7,863
22,039,15.6,3403
22,087,28.3,8564
22,121,21.4,3779
22,081,17.6,1018
22,069,18.1,4157
22,025,14.8,983
22,041,15.2,2056
22,007,14.4,2228
22,113,15.7,6279
22,029,20.9,2772
23,017,19.4,8304
23,019,20.2,21741
23,001,20.5,15312
23,005,16.7,35271
23,031,20.3,30451
23,025,19.4,7234
24,047,22.9,9001
24,041,18.4,5140
25,001,18.6,30907
25,003,18.7,17308
25,023,18.1,65002
25,021,13.7,67281
25,019,15.9,1306
26,005,21.7,17109
26,003,20.7,1448
26,127,22.5,4075
26,035,26.4,5931
26,073,22.4,8667
26,157,23.0,8734
26,007,25.9,5477
26,111,19.9,11597
26,135,27.2,1667
26,037,24.8,13365
26,057,25.7,7248
26,091,23.9,16355
26,117,25.2,11112
26,147,25.8,29065
26,161,17.6,40451
26,027,24.8,9125
26,143,26.7,5047
26,023,24.7,7495
26,075,25.8,28423
26,099,24.6,151155
26,013,22.2,1384
26,045,27.5,21086
13,293,21.3,3814
13,303,18.9,2694
13,311,22.6,4734
13,225,23.3,4123
13,223,24.9,25788
13,229,18.9,2451
13,231,22.2,2776
13,245,22.7,30012
13,251,20.4,1984
13,267,18.3,3278
13,019,17.4,2297
17,135,22.1,4635
17,195,24.6,9679
17,001,23.7,10911
17,027,22.2,5920
17,037,24.1,14800
17,047,25.6,1156
17,079,19.0,1275
17,081,26.2,6929
17,183,21.9,11578
17,197,21.4,96777
17,199,26.2,12480
17,023,18.9,2069
17,041,22.0,2885
17,049,20.5,4798
17,057,25.3,6430
17,061,22.0,2051
17,065,24.7,1430
17,069,23.4,699
17,073,22.4,7761
17,087,25.4,2343
17,095,23.0,8075
17,105,21.9,5564
17,171,19.9,707
17,179,23.6,22019
17,187,23.0,2579
18,061,21.2,5942
18,091,21.2,16396
18,169,19.4,4208
18,073,22.5,5070
18,101,19.3,1371
18,127,20.6,23830
18,137,18.3,3514
18,147,18.0,2592
18,159,15.6,1686
18,167,22.6,15665
18,173,20.8,8908
18,033,20.4,5897
18,087,15.5,3502
18,139,20.2,2327
18,011,18.0,7776
27,125,23.3,654
26,053,24.0,2773
27,093,23.7,3735
27,131,19.5,8171
27,027,22.2,8574
27,045,22.5,3252
27,119,22.3,4736
27,143,22.5,2318
27,165,18.1,1341
27,011,21.3,778
27,021,25.7,5472
27,057,22.9,3503
27,091,22.7,3192
27,105,19.2,2689
27,141,24.9,15330
27,019,17.4,11508
27,085,23.5,5823
27,123,18.7,67809
27,169,22.2,6961
27,039,20.6,2808
27,035,25.8,11839
27,171,22.5,19534
27,081,21.5,858
27,095,24.3,4327
27,017,26.3,6574
27,065,25.6,2934
01,115,23.2,14221
01,043,22.6,13063
01,069,23.4,16920
01,125,20.9,27003
01,031,24.1,8489
01,021,16.8,5038
01,037,20.9,1727
01,055,24.8,17890
01,075,21.8,2146
01,013,16.4,2262
01,127,22.5,10097
01,063,24.3,1405
01,011,17.9,1269
01,017,22.3,5296
02,100,29.2,540
02,110,29.5,6646
02,290,28.8,991
02,068,24.9,405
02,105,25.4,434
02,275,23.4,451
04,019,25.1,172601
04,007,30.9,12138
04,003,28.8,25213
04,001,28.2,12691
04,027,24.8,32837
04,017,29.9,21122
05,021,21.8,2297
05,043,21.8,2542
05,121,23.8,2909
05,009,29.1,7567
05,079,18.3,1888
05,035,23.7,7347
05,045,23.0,17481
13,049,18.3,1678
13,295,21.9,10612
13,135,18.9,110484
13,013,23.4,12127
13,065,21.1,933
13,015,24.1,16963
13,097,21.8,20199
13,131,18.4,3121
13,141,17.3,1141
13,313,18.6,12522
13,193,24.2,2305
13,285,22.6,10333
13,145,27.1,6476
13,249,29.3,994
13,321,18.2,2584
13,093,18.5,1839
13,109,16.6,1195
13,307,16.6,312
13,103,21.9,8622
13,125,22.0,450
13,239,19.1,336
13,051,24.7,48001
13,167,14.3,1000
13,173,16.5,1131
13,195,17.9,3616
13,205,20.3,3089
13,277,17.4,4495
13,233,20.3,5578
13,263,17.2,808
13,273,25.9,1551
13,275,20.1,6119
13,319,17.0,1064
13,221,15.4,1615
13,243,21.8,1021
13,299,18.8,4591
13,305,20.3,4063
13,315,17.9,1140
13,009,19.8,5565
13,031,23.9,10171
13,061,19.3,423
13,101,16.2,453
13,089,17.4,88590
13,143,24.8,4934
13,163,16.7,1776
13,181,18.8,1084
13,213,17.9,4739
13,235,22.9,1911
13,241,21.1,2673
13,281,21.3,1810
13,283,13.9,655
13,155,15.9,990
13,001,19.1,2344
39,149,19.6,6349
39,171,22.7,5818
39,029,19.5,14449
39,051,21.0,6030
39,053,16.4,3401
39,099,21.4,35097
39,145,20.4,10754
39,117,20.9,5048
05,089,24.6,3101
05,129,21.4,1239
05,007,20.0,34756
05,059,26.6,6455
05,087,17.3,1939
08,033,24.6,344
08,057,32.3,315
08,083,24.8,4608
08,013,15.1,32127
08,125,24.5,1625
08,107,19.2,3554
08,019,21.3,1571
08,101,27.2,30902
08,093,26.8,3787
08,077,26.3,27409
08,041,24.0,108713
08,005,20.4,89431
10,003,17.6,67553
10,001,22.6,26645
09,005,18.3,24673
12,099,18.8,201641
12,086,15.1,289122
12,037,19.2,1751
12,047,15.9,1647
12,119,21.9,24551
12,059,21.7,3057
12,071,20.3,112872
12,021,17.0,47858
12,101,21.5,82001
12,055,21.4,16911
12,027,13.2,3492
12,023,24.8,12023
12,107,20.1,10507
12,125,21.3,2388
12,075,20.9,6181
12,127,23.4,93113
12,079,17.0,2307
12,033,24.0,50677
12,091,25.0,35075
13,187,21.2,4321
13,201,21.9,901
13,219,15.7,3928
13,151,22.3,32468
13,183,28.0,3283
13,257,15.9,2775
13,161,21.7,2110
13,037,22.3,1051
13,021,22.9,22838
13,197,21.3,1289
13,023,20.0,1573
13,119,17.7,2739
13,171,23.2,2812
13,107,17.1,2542
13,159,22.5,2173
13,179,29.4,10435
13,253,22.4,1344
13,289,18.3,1130
13,269,21.9,1238
13,279,19.1,3359
39,135,20.9,6014
39,003,21.0,14529
39,033,18.6,5486
39,059,18.6,5077
39,107,17.2,4641
39,023,22.8,21004
39,093,23.1,49022
39,113,24.7,89895
39,165,16.6,25579
39,007,19.6,13444
40,071,24.2,7131
40,035,22.9,2307
40,017,25.3,23500
40,077,21.0,1475
40,139,20.4,2582
40,127,20.8,1640
40,069,21.8,1623
40,007,23.9,850
40,063,22.4,2080
40,031,27.9,21568
40,001,18.1,2595
40,137,23.1,6984
40,019,22.8,7335
40,055,27.0,1136
40,091,21.0,3036
40,099,21.9,2123
40,115,23.9,4890
40,145,25.2,13504
40,015,23.1,4516
40,101,21.1,9642
40,013,25.6,7941
41,029,27.6,42825
41,023,27.1,1499
41,005,25.3,73295
41,057,28.8,5675
41,033,32.7,20855
41,059,26.4,13334
41,009,28.7,10551
41,065,28.1,5137
13,011,18.4,2382
13,209,19.5,1175
13,247,21.5,12681
13,309,12.9,699
13,059,17.1,12152
13,127,24.0,14169
13,157,19.9,9141
13,169,20.9,4114
13,215,25.7,32704
13,259,15.7,769
13,287,19.6,1089
13,003,13.3,694
13,007,19.0,427
13,043,20.8,1494
13,045,24.1,17892
13,081,22.6,3421
13,067,19.1,96314
13,083,18.6,2072
13,027,22.0,2434
13,105,18.9,2526
13,165,21.7,1271
13,217,25.6,17757
13,071,16.9,4977
13,063,23.2,40816
13,139,20.1,26117
15,009,23.4,27584
16,071,31.6,865
16,045,24.2,2894
16,003,27.1,870
16,053,21.5,3099
16,061,31.0,841
16,073,22.8,1721
16,021,22.5,1835
16,029,28.7,1265
16,005,28.9,15667
16,019,25.5,17674
16,027,26.2,35063
16,057,22.8,5096
17,167,22.6,30923
17,157,24.6,5764
17,141,24.1,8562
17,137,23.8,5656
17,193,23.8,2361
17,071,20.8,1057
17,113,18.8,19674
17,145,23.1,3557
17,161,25.4,25147
17,185,24.2,1981
17,035,20.5,1559
17,085,23.0,3705
17,101,21.1,2505
17,123,24.5,2062
17,021,21.5,5083
17,077,24.6,8625
17,143,23.1,28375
17,147,19.1,2218
17,175,20.2,785
17,005,22.0,2578
17,015,23.9,2547
17,083,20.2,3075
24,027,13.9,29820
24,033,21.7,133433
24,003,19.2,75508
24,005,19.3,111297
24,021,19.0,32485
24,009,23.4,14620
24,023,16.3,3499
24,029,17.6,2459
24,031,13.4,95992
02,090,31.1,19210
02,050,18.0,1764
02,185,22.9,1489
02,220,23.4,1440
02,130,29.4,2834
02,170,28.6,19529
02,180,23.6,1303
02,070,23.0,665
02,282,29.2,129
02,164,24.0,220
02,240,27.0,1221
02,020,25.4,48733
02,013,25.1,657
02,261,27.0,1752
02,122,27.6,11212
02,230,30.0,260
02,198,26.9,1201
02,195,22.8,501
02,158,16.8,674
04,013,24.1,694273
04,009,30.9,7314
04,023,21.3,6254
04,012,27.3,4383
04,015,29.5,46648
04,005,23.9,19844
04,025,29.7,52115
04,011,30.7,1799
04,021,27.6,82696
05,099,23.1,1350
05,037,20.9,2405
05,039,23.3,1199
05,027,19.1,2798
05,125,23.6,19504
05,141,21.1,2580
05,065,22.1,2251
05,063,23.3,5846
05,083,20.4,3122
05,053,21.5,2737
05,047,22.8,2740
05,109,24.2,1819
05,069,23.0,10797
05,097,22.8,1526
05,127,21.4,1498
05,131,24.0,20411
05,033,23.2,9799
05,017,21.6,1609
05,071,18.4,3200
05,077,18.8,1267
19,125,19.8,4342
19,183,19.4,2881
19,197,26.4,2333
19,029,20.3,1896
19,035,21.7,1776
19,047,20.4,2266
19,057,24.7,6765
19,065,22.6,3108
19,085,24.2,2390
19,109,23.1,2434
19,129,22.5,2326
19,133,26.7,1693
19,139,19.5,5586
19,143,19.6,834
19,153,20.4,64942
19,187,22.9,5637
19,169,17.9,9099
19,193,21.5,14127
19,013,20.7,17359
19,075,19.7,1699
19,105,21.4,3135
19,131,19.8,1441
19,137,23.7,1656
19,161,22.8,1581
19,149,23.5,3946
19,019,20.8,2909
19,045,22.2,7261
19,053,19.2,929
19,101,22.5,3070
19,005,18.7,1804
19,113,21.6,32457
19,049,16.9,9634
19,141,19.6,1881
20,187,24.9,318
20,119,22.0,605
20,125,28.0,6155
20,151,25.4,1547
20,153,27.9,515
20,003,24.3,1269
20,053,28.3,1279
20,061,30.9,5649
20,057,20.2,4101
20,167,28.1,1415
20,117,20.9,1416
20,001,28.4,2432
20,023,23.9,457
20,035,26.1,6102
20,049,22.7,427
20,059,24.6,4204
20,083,28.9,379
20,089,25.1,553
20,159,29.6,1843
20,185,23.6,680
20,139,23.8,2613
20,031,27.0,1577
20,037,24.7,5738
20,073,29.1,1283
24,017,24.1,25692
24,013,19.0,22168
24,035,19.1,6717
24,037,18.8,13966
